name,phone,website,full address,city,state,zip,latitude,longitude,google rating,review count,category,hours,is_24_7,is_mobile,dupe_count
FAST AND EASY MOBILE MECHANIC LLC,+1 615-894-4687,,"3712 Clarksville Pike, Nashville, TN 37218",Nashville,Tennessee,37218,36.1770389,-86.8224778,4.6,62,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Fast Fleet,+1 423-481-8877,https://fastfleetrs.com/,"1831 12th Ave S Ste 167, Nashville, TN 37203",Nashville,Tennessee,37203,36.1347871,-86.7893534,4.4,301,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Fleet Fix - Fleet Maintenance and Auto Repair,+1 615-840-6367,http://www.fleetfixtn.com/,"845 Visco Dr, Nashville, TN 37210",Nashville,Tennessee,37210,36.1577117,-86.7459708,5,13,Truck repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
FleetPride,+1 615-244-2853,https://branches.fleetpride.com/tn/nashville/truckparts-nas.html,"835 Fesslers Pkwy, Nashville, TN 37210",Nashville,Tennessee,37210,36.1464705,-86.7410146,4.4,100,Truck parts supplier,Friday: ['7:30AM-5PM']; Monday: ['7:30AM-5PM']; Saturday: ['8AM-12PM']; Sunday: ['Closed']; Thursday: ['7:30AM-5PM']; Tuesday: ['7:30AM-5PM']; Wednesday: ['7:30AM-5PM'],no,no,1
Full Time RV Repair,+1 629-239-3881,https://fulltimervrepair.com/,"2294 Lebanon Pike, Nashville, TN 37214",Nashville,Tennessee,37214,36.1700381,-86.6850489,5,173,RV supply store,Friday: ['8AM-6PM']; Monday: ['8AM-6PM']; Saturday: ['8AM-4PM']; Sunday: ['Closed']; Thursday: ['8AM-6PM']; Tuesday: ['8AM-6PM']; Wednesday: ['8AM-6PM'],no,no,1
Gateway Truck & Refrigeration,+1 615-366-1923,https://www.gtr.inc/,"1120 Foster Ave, Nashville, TN 37210",Nashville,Tennessee,37210,36.1381184,-86.740527,4.6,182,Refrigerated transport service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Greg's Auto Repair,+1 615-256-3985,https://www.facebook.com/gregsauto634/,"634 Main St, Nashville, TN 37206",Nashville,Tennessee,37206,36.1729479,-86.760639,4.8,55,Auto repair shop,Friday: ['8AM-5:30PM']; Monday: ['8AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5:30PM']; Tuesday: ['8AM-5:30PM']; Wednesday: ['8AM-5:30PM'],no,no,1
Interstate Truck And Trailer Repair,+1 561-253-5891,,"1514 4th Ave S, Nashville, TN 37210",Nashville,Tennessee,37210,36.138431,-86.761522,3.6,121,Truck repair shop,Friday: ['8AM-8PM']; Monday: ['8AM-8PM']; Saturday: ['8AM-8PM']; Sunday: ['8AM-8PM']; Thursday: ['8AM-8PM']; Tuesday: ['8AM-8PM']; Wednesday: ['8AM-8PM'],no,no,1
Jasper Engines & Transmissions,+1 800-827-7455,https://www.jasperengines.com/find-an-installer,"1427 Donelson Pike, Nashville, TN 37217",Nashville,Tennessee,37217,36.096851,-86.677493,3.5,32,Warehouse,,no,no,2
Jay's Towing & Mobile auto repair,+1 615-715-0840,,"1725 Woodland Pointe Dr, Nashville, TN 37214",Nashville,Tennessee,37214,36.1212695,-86.6251638,4.8,42,Mechanic,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Joker Diesel / Joker Express,+1 615-961-7722,http://jokerdiesel.org/,"317 B Arlington Ave, Nashville, TN 37210",Nashville,Tennessee,37210,36.1415208,-86.7316785,5,55,Diesel engine repair service,,no,no,1
Jonnys Towing & Recovery,,https://www.jonnystowingnow.com/towing-nashville/,"925 Visco Dr, Nashville, TN 37210",Nashville,Tennessee,37210,36.1584681,-86.7413792,4,346,Towing service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Link Automotive Services,+1 615-256-3060,https://linkautomotiveservice.net/,"1229 Lebanon Pike, Nashville, TN 37210",Nashville,Tennessee,37210,36.1526659,-86.73005,4.7,48,Truck repair shop,Friday: ['7:30AM-5PM']; Monday: ['7:30AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7:30AM-5PM']; Tuesday: ['7:30AM-5PM']; Wednesday: ['7:30AM-5PM'],no,no,1
Love's Travel Stop,+1 615-226-6393,https://www.loves.com/locations/429,"130 W Trinity Ln, Nashville, TN 37207",Nashville,Tennessee,37207,36.2056112,-86.7716909,3.1,1093,Truck stop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
M&D - Nashville (formerly Taylor Diesel of Nashville),+1 615-242-9550,http://www.taylordiesel.com/,"1120 Elm Hill Pike, Nashville, TN 37210",Nashville,Tennessee,37210,36.1440332,-86.7313277,4.1,19,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
M&D of Nashville (Formerly DSS Pro Diesel & Taylor Diesel),+1 615-242-4072,http://dssprodiesel.com/,"318 Fesslers Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.150125,-86.7423717,3.8,40,Truck repair shop,Friday: ['6:30AM-5PM']; Monday: ['6:30AM-5AM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['6:30AM-5PM']; Tuesday: ['6:30AM-5PM']; Wednesday: ['6:30AM-5PM'],no,no,1
MHC Kenworth - Nashville,+1 615-366-5454,https://mhc.com/locations/mhc-kenworth-nashville,"550 Spence Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.1422135,-86.7197817,4.1,1142,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
MSP Diesel Solutions,+1 615-891-7751,http://mspdieselsolutions.com/,"431 Enos Reed Dr, Nashville, TN 37210",Nashville,Tennessee,37210,36.1388781,-86.7452527,5,1,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Music City Trailer Repair,+1 615-454-6568,http://musiccitytrailerrepair.com/,"1312 Lebanon Pike, Nashville, TN 37210",Nashville,Tennessee,37210,36.1531804,-86.7283302,4.7,99,Trailer repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
Naser Mobile Mechanic,+1 615-305-3316,,"Thrible Springs Dr, Nashville, TN 37211",Nashville,Tennessee,37211,36.0392347,-86.7359558,5,51,Auto repair shop,Friday: ['9AM-11:30PM']; Monday: ['9AM-11:30PM']; Saturday: ['9AM-11:30PM']; Sunday: ['9AM-11:30PM']; Thursday: ['9AM-11:30PM']; Tuesday: ['12AM-11:30PM']; Wednesday: ['9AM-11:30PM'],no,yes,1
Nashville Auto-Diesel College,+1 800-228-6232,https://www.nadc.edu/,"2813 Brick Church Pike, Nashville, TN 37207",Nashville,Tennessee,37207,36.218793,-86.7766259,3.8,381,Trade school,Friday: ['8AM-2PM']; Monday: ['8AM-7PM']; Saturday: ['9AM-1PM']; Sunday: ['Closed']; Thursday: ['8AM-7PM']; Tuesday: ['8AM-7PM']; Wednesday: ['8AM-7PM'],no,no,1
Nashville Mobile Mechanic Pros,+1 629-284-0630,https://nashvillemobilemechanic.co/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_business_profile,"904 Curdwood Blvd, Nashville, TN 37216",Nashville,Tennessee,37216,36.221287,-86.7340191,5,7,Mechanic,Friday: ['7AM-8PM']; Monday: ['7AM-8PM']; Saturday: ['7AM-8PM']; Sunday: ['7AM-8PM']; Thursday: ['7AM-8PM']; Tuesday: ['7AM-8PM']; Wednesday: ['7AM-8PM'],no,yes,1
Nashville Mobile Truck And Trailer Repair,+1 629-276-9590,http://nashvillemobiletruckrepair.com/,"201 Lafayette St, Nashville, TN 37210",Nashville,Tennessee,37210,36.1506369,-86.767132,3.8,4,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Nashville Mobile Truck Repair,+1 615-908-3636,,"2623 Brick Church Pike, Nashville, TN 37207",Nashville,Tennessee,37207,36.2168814,-86.7804101,,,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Nashville RV Repairs,+1 615-530-1829,https://www.nashvillervrepairs.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D17046588786389128630,"2626 Music Valley Dr, Nashville, TN 37214",Nashville,Tennessee,37214,36.2335369,-86.7072496,5,10,RV repair and maintenance service,,no,no,1
"Nashville Spring Service, Inc.",+1 615-254-7647,http://nashvillespring.com/,"216 Omohundro Pl, Nashville, TN 37210",Nashville,Tennessee,37210,36.1585525,-86.7398143,4.9,57,Trailer supply store,Friday: ['7:30AM-3PM']; Monday: ['7:30AM-4:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7:30AM-4:30PM']; Tuesday: ['7:30AM-4:30PM']; Wednesday: ['7:30AM-4:30PM'],no,no,1
Nashville Truck and Trailer Road Assistance,+1 615-584-1695,https://nashvilletrucktrailerassistance.com/,"960 Main St, Nashville, TN 37206",Nashville,Tennessee,37206,36.1773749,-86.7527548,4.9,36,Repair service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Nashville truck repair,+1 615-600-2598,,"137 Caden Dr, Nashville, TN 37210",Nashville,Tennessee,37210,36.1296315,-86.744628,4.9,14,Truck repair shop,,no,no,1
Premier Truck & Trailer Services,+1 615-687-4175,,"1720 Ed Temple Blvd, Nashville, TN 37208",Nashville,Tennessee,37208,36.1783088,-86.823851,4.3,24,Truck repair shop,,no,no,1
Quality Mobile Tire Service Nashville – 24/7,+1 615-630-0674,https://www.quality-tire-mobile-service.com/,"1803 Clarksville Pike, Nashville, TN 37208",Nashville,Tennessee,37208,36.1827944,-86.8123274,4.9,53,Tire service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
RDR Auto Works,+1 615-279-6979,,"108 Old Trinity Ln, Nashville, TN 37207",Nashville,Tennessee,37207,36.2066792,-86.7694149,4.8,48,Auto body shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
"Roberts Mobile Mechanics | Mobile Auto Repair and Mobile Mechanic in Nashville, TN",+1 615-394-1831,https://www.robertsmobilemechanics.com/%3Futm_source%3DGBP_listing%26utm_medium%3DDigital_Domination,"504 Raymond St, Nashville, TN 37211",Nashville,Tennessee,37211,36.1499448,-86.8265204,4.4,145,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Rowdy diesel repair,+1 629-234-6760,,"3530 Dickerson Pike, Nashville, TN 37207",Nashville,Tennessee,37207,36.25246,-86.7586854,4.7,12,Diesel engine repair service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Rush National Tire and Truck Repair,+1 901-849-2276,https://rntmobilerepair.wixsite.com/rush-national,"2325 Dickerson Pike, Nashville, TN 37207",Nashville,Tennessee,37207,36.2081348,-86.7670112,5,6,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,2
Rush Truck Centers - Nashville Central,+1 629-295-8035,https://www.rushtruckcenters.com/locations/11080000-nashville-central%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-nashville-central-main,"727 Fesslers Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.1412673,-86.7464472,5,4,Truck repair shop,Friday: ['7AM-5PM']; Monday: ['7AM-5PM']; Saturday: ['8AM-12PM']; Sunday: ['Closed']; Thursday: ['7AM-5PM']; Tuesday: ['7AM-5PM']; Wednesday: ['7AM-5PM'],no,no,1
Service Tire-Truck Tire & Alignment Experts,+1 615-244-8473,http://www.servtire.com/,"81 Fesslers Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.1575947,-86.7441438,4.4,113,Truck repair shop,Friday: ['7:30AM-11PM']; Monday: ['7:30AM-11PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7:30AM-11PM']; Tuesday: ['7:30AM-11PM']; Wednesday: ['7:30AM-11PM'],no,no,1
"Southern Fleet Repair & Logistics, LLC",+1 615-838-7799,https://southernfleet.repair/,"2620 Locust St, Nashville, TN 37207",Nashville,Tennessee,37207,36.2134699,-86.770014,4.6,11,Truck repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
Specialized Truck Repair,+1 615-857-3632,https://www.specializedtruckrepair.com/%3Futm_campaign%3Dgmb,"91 Fesslers Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.1579562,-86.7444453,3.7,393,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Specialized Truck Repair - 24/7 Roadside Truck Repair,+1 615-878-9744,http://strfleet.com/,"70 Fesslers Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.157326,-86.743368,1,2,Car repair and maintenance service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TFM Diesel Road Service,+1 615-293-0108,https://www.facebook.com/busandtruckroadservice,"1015 W Kirkland Ave Unit 410, Nashville, TN 37216",Nashville,Tennessee,37216,36.2107907,-86.7365346,,,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TGC Auto & Truck Repair,+1 615-255-8959,http://www.automotiverepairsnashville.com/,"321 E Trinity Ln, Nashville, TN 37207",Nashville,Tennessee,37207,36.2057524,-86.763115,4.1,69,Auto repair shop,Friday: ['9AM-6PM']; Monday: ['9AM-6PM']; Saturday: ['9AM-6PM']; Sunday: ['Closed']; Thursday: ['9AM-6PM']; Tuesday: ['9AM-6PM']; Wednesday: ['9AM-6PM'],no,no,1
TSR LLC,+1 615-889-8430,http://www.tsrllc.net/,"190 Spence Ln, Nashville, TN 37210",Nashville,Tennessee,37210,36.1550069,-86.7208063,4.5,59,Trailer repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
USA Motor & Machine,+1 615-726-3725,http://usa-motor-machine.jany.io/,"51 Cleveland Ave, Nashville, TN 37210",Nashville,Tennessee,37210,36.1412289,-86.7416933,4.4,62,Auto machine shop,Friday: ['8AM-4PM']; Monday: ['8AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4PM']; Tuesday: ['8AM-4PM']; Wednesday: ['8AM-4PM'],no,no,1
United Truck Repair of Nashville,,,"477 McNally Dr, Nashville, TN 37211",Nashville,Tennessee,37211,36.0922253,-86.7442304,,,Truck repair shop,,no,no,1
Vengeance Automotive & Diesel,+1 615-593-0084,https://www.facebook.com/VengeanceAutoDiesel,"2700 Couchville Pike, Nashville, TN 37217",Nashville,Tennessee,37217,36.1131338,-86.6356575,4.8,41,Auto repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Welltek Auto Electrical Diagnostics,+1 615-736-5604,https://welltekautodiagnostics.com/,"708 Poplar Ave, Nashville, TN 37210",Nashville,Tennessee,37210,36.1420376,-86.7298583,4.8,242,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
West Power Services,+1 615-742-6195,http://westpowerservices.com/our-locations/902-murfreesboro-pike-nashville-tn-37217//%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb,"902 Murfreesboro Pike, Nashville, TN 37217",Nashville,Tennessee,37217,36.1306948,-86.7153805,4.8,32,Truck repair shop,Friday: ['7AM-4PM']; Monday: ['7AM-4PM']; Saturday: ['7AM-4PM']; Sunday: ['7AM-4PM']; Thursday: ['7AM-4PM']; Tuesday: ['7AM-4PM']; Wednesday: ['7AM-4PM'],no,no,1
Wyatt Johnson Ford Service,+1 615-244-3615,https://www.wyattjohnsonford.com/Schedule-Service.html%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3DGMB%2520Service,"646 Thompson Ln Ste B, Nashville, TN 37204",Nashville,Tennessee,37204,36.1120754,-86.7568004,4.6,1860,Truck repair shop,Friday: ['7AM-6PM']; Monday: ['7AM-6PM']; Saturday: ['7AM-4PM']; Sunday: ['Closed']; Thursday: ['7AM-6PM']; Tuesday: ['7AM-6PM']; Wednesday: ['7AM-6PM'],no,no,1
Tennessee Diesel Repair LLC,+1 865-407-8122,,"621 E Tri County Blvd, Oliver Springs, TN 37840",Oliver Springs,Tennessee,37840,36.0317169,-84.3264014,5,15,Diesel engine repair service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Scott's Truck Service,+1 731-642-4789,https://scottstruckservice.com/,"3725 US-641, Paris, TN 38242",Paris,Tennessee,38242,36.3542042,-88.3340558,4.5,42,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
A-1 Mobile RV Repair,+1 270-363-9686,,"3115 Brk Bnd Wy, Pigeon Forge, TN 37863",Pigeon Forge,Tennessee,37863,35.7906906,-83.6088805,5,27,RV repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
"Mobile Mechs - Mobile Mechanic Jackson, Tn",+1 731-608-0419,http://mobilemechs.com/,"1 Roy Davis Rd, Pinson, TN 38366",Pinson,Tennessee,38366,35.5128616,-88.7884978,5,30,Auto repair shop,Friday: ['6AM-8PM']; Monday: ['6AM-8PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['6AM-8PM']; Tuesday: ['6AM-8PM']; Wednesday: ['6AM-8PM'],no,yes,1
All Pro Diesel LLC,+1 615-389-0873,https://allprodiesel.shop/,"611 Scattersville Rd, Portland, TN 37148",Portland,Tennessee,37148,36.6019342,-86.570178,4.8,57,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Mister RV Service,+1 615-504-0641,http://www.misterrvservice.com/,"107 S Russell St, Portland, TN 37148",Portland,Tennessee,37148,36.5790084,-86.5133368,4.6,92,RV repair shop,Friday: ['8AM-4:30PM']; Monday: ['8AM-4:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4:30PM']; Tuesday: ['8AM-4:30PM']; Wednesday: ['8AM-4:30PM'],no,no,1
State Line Inspection and Repair,+1 615-775-8272,https://www.statelineinspectionandrepair.com/,"176 W Harper Rd, Portland, TN 37148",Portland,Tennessee,37148,36.5672574,-86.5708823,4.8,23,Truck repair shop,Friday: ['8AM-8PM']; Monday: ['8AM-8PM']; Saturday: ['8AM-8PM']; Sunday: ['Closed']; Thursday: ['8AM-8PM']; Tuesday: ['8AM-8PM']; Wednesday: ['8AM-8PM'],no,no,1
"865 Precision, LLC",+1 865-242-5601,http://www.865-precision.com/,"8406 Rayworth Trail, Powell, TN 37849",Powell,Tennessee,37849,36.0591965,-84.0175474,5,80,RV repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Love's Travel Stop,+1 731-645-5163,https://www.loves.com/locations/694,"6870 US-45, Ramer, TN 38367",Ramer,Tennessee,38367,35.0767577,-88.5451589,4.3,450,Truck stop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Waters Edge RV Services,+1 865-566-2699,http://watersedgervservices.com/,"130 Coffey Heights, Rutledge, TN 37861",Rutledge,Tennessee,37861,36.1745643,-83.5028076,5,38,RV repair shop,Friday: ['8AM-4:30PM']; Monday: ['8AM-4:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4:30PM']; Tuesday: ['8AM-4:30PM']; Wednesday: ['8AM-4:30PM'],no,no,1
TS Auto & Diesel Repair,+1 731-434-8733,,"917 Mulberry Ave, Selmer, TN 38375",Selmer,Tennessee,38375,35.1392906,-88.5746354,4.2,6,Diesel engine repair service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-5PM']; Sunday: ['8AM-5PM']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Tj's Auto & Diesel Llc,+1 731-453-4483,,"Selmer, TN 38375",Selmer,Tennessee,38375,35.0903128,-88.5497155,4.1,29,Auto repair shop,,no,no,1
"Ricky's RV Repair, LLC",+1 865-908-3245,http://www.rickysrv.com/,"1742 Veterans Blvd, Sevierville, TN 37862",Sevierville,Tennessee,37862,35.8492531,-83.5437569,4.6,472,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-12PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Tennessee RV Flexarmor,+1 865-223-9609,http://tnrvflexarmor.com/,"1729 Springer Rd, Sevierville, TN 37862",Sevierville,Tennessee,37862,35.8158623,-83.4947411,5,68,RV repair shop,Friday: ['7AM-5:30PM']; Monday: ['7AM-5:30PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-5:30PM']; Tuesday: ['7AM-5:30PM']; Wednesday: ['7AM-5:30PM'],no,no,1
Knoxville Fleet Truck and Trailer Repair,+1 865-850-2551,https://www.truckdown.com/search/view-detail/knoxville_fleet_truck_and_trailer_repair__seymour_tn/5e80165d2ce5e300019ca34e,"1322 S Old Sevierville Pike, Seymour, TN 37865",Seymour,Tennessee,37865,35.8843514,-83.7906168,4,63,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Beau RV Mobile Repair Technician,+1 615-258-8378,,"290 Mayfield Dr Unit 494, Smyrna, TN 37167",Smyrna,Tennessee,37167,35.9769591,-86.5063882,4.5,39,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['8AM-5PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,yes,1
MT RV Mobile Repair,+1 619-357-2417,,"1658 Lee Victory Pkwy Unit 511, Smyrna, TN 37167",Smyrna,Tennessee,37167,35.9413125,-86.5273952,4.8,19,RV repair shop,Friday: ['8AM-4PM']; Monday: ['8AM-4PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-4PM']; Tuesday: ['8AM-4PM']; Wednesday: ['8AM-4PM'],no,yes,1
